year,area_code,area,ethnic_group,number,denominator,percent,confidence
2014,E12000002,North West,Minority,"261,000","455,100",57.4,3.1
2014,E12000003,Yorkshire and The Humber,Minority,"200,900","376,000",53.4,4.2
2014,E12000004,East Midlands,Minority,"187,700","298,000",63,4.1
2014,E12000005,West Midlands,Minority,"359,900","631,100",57,3.2
2014,E12000006,East,Minority,"229,200","345,400",66.4,3.8
2014,E12000007,London,Minority,"1,408,000","2,246,100",62.7,1.8
2014,E12000008,South East,Minority,"347,000","520,300",66.7,2.9
2014,E12000009,South West,Minority,"111,000","173,600",64,5.4
2014,W92000004,Wales,Minority,"44,100","79,600",55.5,6.1
2014,S92000003,Scotland,Minority,"89,700","149,400",60,5.8
2014,N92000002,Northern Ireland,Minority,"15,500","22,900",67.6,17
2014,E92000001,England,Minority,"3,145,400","5,117,600",61.5,1.1
2014,K04000001,England and Wales,Minority,"3,189,500","5,197,100",61.4,1.1
2014,K03000001,Great Britain,Minority,"3,279,100","5,346,500",61.3,1
2014,K02000001,United Kingdom,Minority,"3,294,700","5,369,500",61.4,1
2014,E09000001,City of London,Mixed,,,,
2014,E09000002,Barking and Dagenham,Mixed,"1,500","3,000",48.9,
2014,E09000003,Barnet,Mixed,"4,500","13,700",32.8,28
2014,E09000004,Bexley,Mixed,"1,400","1,800",79.2,
2014,E09000005,Brent,Mixed,"3,500","4,500",78.8,35.1
2014,E09000006,Bromley,Mixed,"4,100","5,400",75,35.8
2014,E09000007,Camden,Mixed,"2,400","3,800",64.7,37
2014,E09000008,Croydon,Mixed,"3,000","5,700",52.2,
2014,E09000009,Ealing,Mixed,"4,600","8,000",57.8,38.2
2014,E09000010,Enfield,Mixed,"1,900","3,500",55.2,
2014,E09000011,Greenwich,Mixed,"2,500","5,400",46.8,
2014,E09000012,Hackney,Mixed,"4,600","6,000",76.7,29.3
2014,E09000013,Hammersmith and Fulham,Mixed,"2,400","4,000",60.5,33.9
2014,E09000014,Haringey,Mixed,"2,500","4,500",55.9,
2014,E09000015,Harrow,Mixed,"1,000","5,400",18.6,
2014,E09000016,Havering,Mixed,"1,300","2,700",49.7,
2014,E09000017,Hillingdon,Mixed,"3,000","5,300",56.2,
2014,E09000018,Hounslow,Mixed,"1,600","2,000",79.5,
2014,E09000019,Islington,Mixed,"3,700","5,500",67.3,
2014,E09000020,Kensington and Chelsea,Mixed,"4,000","5,300",74.3,25.6
2014,E09000021,Kingston upon Thames,Mixed,"2,000","2,900",68.3,
2014,E09000022,Lambeth,Mixed,"4,600","7,300",62.5,
2014,E09000023,Lewisham,Mixed,"6,300","7,200",87.9,23.2
2014,E09000024,Merton,Mixed,"3,000","4,300",69.4,38.2
2014,E09000025,Newham,Mixed,"2,700","4,600",59.4,
2014,E09000026,Redbridge,Mixed,"2,900","4,600",62.6,
2014,E09000027,Richmond upon Thames,Mixed,"1,500","2,700",56.5,
2014,E09000028,Southwark,Mixed,"3,200","6,200",50.5,35.5
2014,E09000029,Sutton,Mixed,"1,100","2,100",50.5,
2014,E09000030,Tower Hamlets,Mixed,"5,000","5,700",87.5,27.3
2014,E09000031,Waltham Forest,Mixed,"1,400","3,000",48.6,
2014,E09000032,Wandsworth,Mixed,"4,800","5,000",94.9,20.5
2014,E09000033,Westminster,Mixed,"2,800","4,800",58.9,32.5
2014,E13000001,Inner London,Mixed,"49,100","70,800",69.3,9.4
2014,E13000002,Outer London,Mixed,"45,800","85,900",53.3,10
2014,E12000001,North East,Mixed,"4,800","7,500",64.5,20
2014,E12000002,North West,Mixed,"24,400","41,700",58.5,11
2014,E12000003,Yorkshire and The Humber,Mixed,"21,200","37,600",56.5,13.4
2014,E12000004,East Midlands,Mixed,"19,700","29,000",68,14.2
2014,E12000005,West Midlands,Mixed,"25,200","40,100",62.8,12.5
2014,E12000006,East,Mixed,"27,800","40,600",68.3,12
2014,E12000007,London,Mixed,"94,800","156,600",60.5,7
2014,E12000008,South East,Mixed,"47,500","66,300",71.7,8.2
2014,E12000009,South West,Mixed,"13,600","22,900",59.6,15
2014,W92000004,Wales,Mixed,"5,600","9,700",57.6,16
2014,S92000003,Scotland,Mixed,"7,600","12,000",63.8,17.9
2014,N92000002,Northern Ireland,Mixed,,"1,300",,
2014,E92000001,England,Mixed,"279,100","442,300",63.1,3.7
2014,K04000001,England and Wales,Mixed,"284,700","452,000",63,3.6
2014,K03000001,Great Britain,Mixed,"292,300","464,000",63,3.5
2014,K02000001,United Kingdom,Mixed,"292,800","465,300",62.9,3.5
2014,E09000001,City of London,Indian,,,,
2014,E09000002,Barking and Dagenham,Indian,"5,200","7,000",74.9,25.9
2014,E09000003,Barnet,Indian,"12,100","19,300",62.8,22.3
2014,E09000004,Bexley,Indian,"3,200","3,500",91.8,
2014,E09000005,Brent,Indian,"30,100","41,800",72,11.3
2014,E09000006,Bromley,Indian,"7,100","9,600",73.2,25
2014,E09000007,Camden,Indian,"4,300","6,200",70.1,30.2
2014,E09000008,Croydon,Indian,"16,000","19,700",81,19.5
2014,E09000009,Ealing,Indian,"17,700","30,700",57.8,18.8
2014,E09000010,Enfield,Indian,"9,300","11,900",78.2,24.2
2014,E09000011,Greenwich,Indian,"4,100","4,500",90.4,28.9
2014,E09000012,Hackney,Indian,"1,100","6,400",17.6,
2014,E09000013,Hammersmith and Fulham,Indian,"3,000","3,400",86.8,
2014,E09000014,Haringey,Indian,"4,200","7,700",54.2,29.7
2014,E09000015,Harrow,Indian,"36,300","48,200",75.3,9.8
2014,E09000016,Havering,Indian,"3,300","4,600",71.5,35
2014,E09000017,Hillingdon,Indian,"23,200","31,900",72.7,13.7
2014,E09000018,Hounslow,Indian,"31,300","42,600",73.6,12.9
2014,E09000019,Islington,Indian,"3,800","4,700",82,31.8
2014,E09000020,Kensington and Chelsea,Indian,"1,600","2,400",67.7,
2014,E09000021,Kingston upon Thames,Indian,"4,400","5,200",83.3,24.6
2014,E09000022,Lambeth,Indian,"1,500","2,900",52.9,
2014,E09000023,Lewisham,Indian,"3,600","3,900",91,26.7
2014,E09000024,Merton,Indian,"6,100","8,000",76.3,27.4
2014,E09000025,Newham,Indian,"17,900","29,100",61.5,17.2
2014,E09000026,Redbridge,Indian,"21,800","28,900",75.3,14.1
2014,E09000027,Richmond upon Thames,Indian,"3,300","3,700",89,25
2014,E09000028,Southwark,Indian,"3,400","5,200",66.1,36.7
2014,E09000029,Sutton,Indian,"4,600","5,900",78.1,33.1
2014,E09000030,Tower Hamlets,Indian,"6,800","9,700",70.4,28.3
2014,E09000031,Waltham Forest,Indian,"4,100","5,200",80.1,34.3
2014,E09000032,Wandsworth,Indian,"6,400","7,300",87,26.1
2014,E09000033,Westminster,Indian,"3,000","4,400",68,33.1
2014,E13000001,Inner London,Indian,"60,700","93,300",65.1,8.9
2014,E13000002,Outer London,Indian,"243,100","332,100",73.2,4.3
2014,E12000001,North East,Indian,"8,200","12,700",64.3,15.1
2014,E12000002,North West,Indian,"51,100","74,800",68.4,6.7
2014,E12000003,Yorkshire and The Humber,Indian,"32,400","51,900",62.4,10.8
2014,E12000004,East Midlands,Indian,"79,900","114,800",69.6,6.1
2014,E12000005,West Midlands,Indian,"128,200","185,100",69.3,5.1
2014,E12000006,East,Indian,"51,600","70,600",73.1,8.6
2014,E12000007,London,Indian,"303,800","425,400",71.4,3.9
2014,E12000008,South East,Indian,"82,000","105,900",77.4,5.1
2014,E12000009,South West,Indian,"24,800","30,600",81.3,10.6
2014,W92000004,Wales,Indian,"7,900","10,900",72.2,14.2
2014,S92000003,Scotland,Indian,"21,000","26,400",79.6,11.1
2014,N92000002,Northern Ireland,Indian,"3,600","4,500",80,34.3
2014,E92000001,England,Indian,"762,000","1,071,700",71.1,2.1
2014,K04000001,England and Wales,Indian,"769,900","1,082,600",71.1,2.1
2014,K03000001,Great Britain,Indian,"790,900","1,109,000",71.3,2.1
2014,K02000001,United Kingdom,Indian,"794,500","1,113,500",71.4,2.1
2014,E09000001,City of London,Pakistani/Bangladeshi,,,,
2014,E09000002,Barking and Dagenham,Pakistani/Bangladeshi,"6,400","10,900",58.1,23.3
2014,E09000003,Barnet,Pakistani/Bangladeshi,"5,100","6,600",77.6,35.8
2014,E09000004,Bexley,Pakistani/Bangladeshi,,,,
2014,E09000005,Brent,Pakistani/Bangladeshi,"6,000","9,900",60.8,23.9
2014,E09000006,Bromley,Pakistani/Bangladeshi,"1,200","2,500",48.4,
2014,E09000007,Camden,Pakistani/Bangladeshi,"4,600","9,400",49,24.8
2014,E09000008,Croydon,Pakistani/Bangladeshi,"2,800","6,900",40.6,
2014,E09000009,Ealing,Pakistani/Bangladeshi,"9,300","15,100",61.8,29
2014,E09000010,Enfield,Pakistani/Bangladeshi,"2,900","4,200",68.1,
2014,E09000011,Greenwich,Pakistani/Bangladeshi,"4,200","7,400",57.4,37.1
2014,E09000012,Hackney,Pakistani/Bangladeshi,"1,700","3,500",46.7,
2014,E09000013,Hammersmith and Fulham,Pakistani/Bangladeshi,"1,800","2,700",65.6,
2014,E09000014,Haringey,Pakistani/Bangladeshi,"2,200","3,800",58.2,
2014,E09000015,Harrow,Pakistani/Bangladeshi,"1,200","2,900",40.8,
2014,E09000016,Havering,Pakistani/Bangladeshi,"2,000","3,700",55.5,
2014,E09000017,Hillingdon,Pakistani/Bangladeshi,"4,100","6,300",64.6,34.9
2014,E09000018,Hounslow,Pakistani/Bangladeshi,"7,900","11,800",67.2,27.5
2014,E09000019,Islington,Pakistani/Bangladeshi,800,"2,100",39.2,
2014,E09000020,Kensington and Chelsea,Pakistani/Bangladeshi,"1,400","1,900",75.4,
2014,E09000021,Kingston upon Thames,Pakistani/Bangladeshi,"1,600","2,000",80.4,
2014,E09000022,Lambeth,Pakistani/Bangladeshi,"1,200","1,200",100,
2014,E09000023,Lewisham,Pakistani/Bangladeshi,"1,900","2,500",74.7,
2014,E09000024,Merton,Pakistani/Bangladeshi,"4,800","8,400",57.8,28.4
2014,E09000025,Newham,Pakistani/Bangladeshi,"29,300","55,400",52.9,12.7
2014,E09000026,Redbridge,Pakistani/Bangladeshi,"19,000","32,100",59.3,15.2
2014,E09000027,Richmond upon Thames,Pakistani/Bangladeshi,#,#,100,
2014,E09000028,Southwark,Pakistani/Bangladeshi,"1,300","3,000",42.9,
2014,E09000029,Sutton,Pakistani/Bangladeshi,"2,300","2,500",89.8,
2014,E09000030,Tower Hamlets,Pakistani/Bangladeshi,"36,600","71,000",51.5,10.8
2014,E09000031,Waltham Forest,Pakistani/Bangladeshi,"13,900","28,600",48.5,18.5
2014,E09000032,Wandsworth,Pakistani/Bangladeshi,"2,900","8,500",34,
2014,E09000033,Westminster,Pakistani/Bangladeshi,"2,500","4,900",50.5,33.8
2014,E13000001,Inner London,Pakistani/Bangladeshi,"88,100","170,000",51.8,6.8
2014,E13000002,Outer London,Pakistani/Bangladeshi,"96,000","163,400",58.8,7
2014,E12000001,North East,Pakistani/Bangladeshi,"10,500","17,300",60.8,12.2
2014,E12000002,North West,Pakistani/Bangladeshi,"86,200","173,200",49.8,4.9
2014,E12000003,Yorkshire and The Humber,Pakistani/Bangladeshi,"72,900","154,900",47.1,6.6
2014,E12000004,East Midlands,Pakistani/Bangladeshi,"18,600","34,200",54.2,12.2
2014,E12000005,West Midlands,Pakistani/Bangladeshi,"97,100","199,600",48.6,6.4
2014,E12000006,East,Pakistani/Bangladeshi,"30,800","55,700",55.3,8.4
2014,E12000007,London,Pakistani/Bangladeshi,"184,200","333,400",55.2,4.9
2014,E12000008,South East,Pakistani/Bangladeshi,"47,100","85,400",55.1,7
2014,E12000009,South West,Pakistani/Bangladeshi,"7,500","13,000",57.6,21
2014,W92000004,Wales,Pakistani/Bangladeshi,"5,800","11,300",51.5,16.9
2014,S92000003,Scotland,Pakistani/Bangladeshi,"18,600","35,400",52.7,13.1
2014,N92000002,Northern Ireland,Pakistani/Bangladeshi,,,,
2014,E92000001,England,Pakistani/Bangladeshi,"554,800","1,066,700",52,2.4
2014,K04000001,England and Wales,Pakistani/Bangladeshi,"560,700","1,078,000",52,2.3
2014,K03000001,Great Britain,Pakistani/Bangladeshi,"579,300","1,113,500",52,2.3
2014,K02000001,United Kingdom,Pakistani/Bangladeshi,"579,600","1,113,800",52,2.3
2014,E09000001,City of London,Black,,,,
2014,E09000002,Barking and Dagenham,Black,"17,800","26,300",67.6,13.9
2014,E09000003,Barnet,Black,"6,400","9,400",67.5,31.6
2014,E09000004,Bexley,Black,"13,100","16,600",78.7,18.3
2014,E09000005,Brent,Black,"18,400","35,200",52.3,13.9
2014,E09000006,Bromley,Black,"7,900","9,100",86.6,20.7
2014,E09000007,Camden,Black,"5,000","10,100",49.9,22.8
2014,E09000008,Croydon,Black,"34,300","49,500",69.3,14.4
2014,E09000009,Ealing,Black,"11,300","18,700",60.6,23.4
2014,E09000010,Enfield,Black,"24,000","34,900",68.9,15.5
2014,E09000011,Greenwich,Black,"17,300","27,400",63.1,17.7
2014,E09000012,Hackney,Black,"22,100","41,200",53.5,12.5
2014,E09000013,Hammersmith and Fulham,Black,"7,500","11,500",65.5,18.8
2014,E09000014,Haringey,Black,"17,100","31,600",54.1,15.3
2014,E09000015,Harrow,Black,"6,800","10,300",65.6,23.6
2014,E09000016,Havering,Black,"3,400","4,600",73.8,35.2
2014,E09000017,Hillingdon,Black,"6,400","12,700",50.3,25.5
2014,E09000018,Hounslow,Black,"4,600","8,100",56.8,32
2014,E09000019,Islington,Black,"7,600","12,500",61,22.8
2014,E09000020,Kensington and Chelsea,Black,"6,300","9,400",67.3,19.6
2014,E09000021,Kingston upon Thames,Black,"2,400","4,000",59.9,36.8
2014,E09000022,Lambeth,Black,"26,600","41,800",63.8,15.8
2014,E09000023,Lewisham,Black,"31,500","44,600",70.7,12.5
2014,E09000024,Merton,Black,"11,400","17,400",65.7,18.5
2014,E09000025,Newham,Black,"17,500","31,900",54.8,16
2014,E09000026,Redbridge,Black,"12,200","17,500",69.7,19.2
2014,E09000027,Richmond upon Thames,Black,"1,800","3,100",58.2,
2014,E09000028,Southwark,Black,"30,300","50,700",59.9,11.7
2014,E09000029,Sutton,Black,"3,100","4,400",69.4,
2014,E09000030,Tower Hamlets,Black,"7,800","11,400",68.4,24.3
2014,E09000031,Waltham Forest,Black,"17,700","31,200",56.8,17
2014,E09000032,Wandsworth,Black,"10,700","18,800",57,23.9
2014,E09000033,Westminster,Black,"7,100","14,300",49.4,19.2
2014,E13000001,Inner London,Black,"197,100","329,600",59.8,4.6
2014,E13000002,Outer London,Black,"220,200","340,400",64.7,4.7
2014,E12000001,North East,Black,"4,600","8,300",55.6,18.1
2014,E12000002,North West,Black,"47,900","75,300",63.6,8
2014,E12000003,Yorkshire and The Humber,Black,"32,900","52,300",62.9,11.1
2014,E12000004,East Midlands,Black,"34,200","53,100",64.5,9.5
2014,E12000005,West Midlands,Black,"63,900","113,200",56.5,7.5
2014,E12000006,East,Black,"56,000","81,400",68.7,7.4
2014,E12000007,London,Black,"417,300","670,100",62.3,3.3
2014,E12000008,South East,Black,"51,900","80,600",64.3,7.2
2014,E12000009,South West,Black,"23,800","38,400",62.2,12.2
2014,W92000004,Wales,Black,"7,700","18,100",42.6,15.2
2014,S92000003,Scotland,Black,"11,700","20,400",57.6,15.8
2014,N92000002,Northern Ireland,Black,"3,300","4,700",69.6,38.1
2014,E92000001,England,Black,"732,600","1,172,600",62.5,2.3
2014,K04000001,England and Wales,Black,"740,300","1,190,700",62.2,2.3
2014,K03000001,Great Britain,Black,"752,000","1,211,100",62.1,2.2
2014,K02000001,United Kingdom,Black,"755,300","1,215,900",62.1,2.2
2014,E09000001,City of London,Other,,,,
2014,E09000002,Barking and Dagenham,Other,"7,600","13,300",57.4,20.6
2014,E09000003,Barnet,Other,"19,900","33,500",59.3,17.2
2014,E09000004,Bexley,Other,"3,200","5,600",56.8,
2014,E09000005,Brent,Other,"24,800","42,800",58,12.2
2014,E09000006,Bromley,Other,"5,000","5,900",85.8,26.2
2014,E09000007,Camden,Other,"13,300","25,800",51.6,15.6
2014,E09000008,Croydon,Other,"7,700","12,000",64,32.4
2014,E09000009,Ealing,Other,"22,300","36,600",61,16.7
2014,E09000010,Enfield,Other,"12,500","18,700",66.6,22.3
2014,E09000011,Greenwich,Other,"12,000","18,900",63.7,21.7
2014,E09000012,Hackney,Other,"15,000","29,400",51.2,15
2014,E09000013,Hammersmith and Fulham,Other,"9,300","14,000",66.3,18.2
2014,E09000014,Haringey,Other,"13,300","20,700",64.4,18.8
2014,E09000015,Harrow,Other,"20,300","30,800",65.7,13.5
2014,E09000016,Havering,Other,"4,600","5,100",89.3,24.7
2014,E09000017,Hillingdon,Other,"12,400","20,500",60.6,18.9
2014,E09000018,Hounslow,Other,"17,200","24,900",69,17.2
2014,E09000019,Islington,Other,"6,800","20,600",33.1,17.3
2014,E09000020,Kensington and Chelsea,Other,"10,200","17,000",60.2,14.8
2014,E09000021,Kingston upon Thames,Other,"10,700","17,100",62.6,17.3
2014,E09000022,Lambeth,Other,"10,300","13,800",74.4,26.5
2014,E09000023,Lewisham,Other,"12,600","20,500",61.5,19.8
2014,E09000024,Merton,Other,"9,400","14,600",64.1,20.6
2014,E09000025,Newham,Other,"23,000","35,800",64.2,14.4
2014,E09000026,Redbridge,Other,"14,500","22,800",63.7,17.4
2014,E09000027,Richmond upon Thames,Other,"5,200","7,500",70.1,25.5
2014,E09000028,Southwark,Other,"13,200","22,700",58.2,18
2014,E09000029,Sutton,Other,"12,000","17,700",67.8,20.1
2014,E09000030,Tower Hamlets,Other,"11,600","17,900",64.7,20.1
2014,E09000031,Waltham Forest,Other,"10,500","14,000",74.7,22.4
2014,E09000032,Wandsworth,Other,"15,700","18,500",84.8,18.8
2014,E09000033,Westminster,Other,"21,700","40,800",53.1,11.8
2014,E13000001,Inner London,Other,"176,100","298,200",59,4.7
2014,E13000002,Outer London,Other,"231,800","362,300",64,4.4
2014,E12000001,North East,Other,"12,500","26,200",47.7,11.1
2014,E12000002,North West,Other,"51,400","90,200",57,7.2
2014,E12000003,Yorkshire and The Humber,Other,"41,500","79,400",52.2,9
2014,E12000004,East Midlands,Other,"35,200","66,800",52.7,9.6
2014,E12000005,West Midlands,Other,"45,500","93,200",48.8,8.4
2014,E12000006,East,Other,"63,100","97,000",65.1,7.9
2014,E12000007,London,Other,"407,900","660,500",61.8,3.2
2014,E12000008,South East,Other,"118,600","182,200",65.1,5.4
2014,E12000009,South West,Other,"41,200","68,800",59.9,8.6
2014,W92000004,Wales,Other,"17,100","29,500",57.9,9.4
2014,S92000003,Scotland,Other,"30,600","55,200",55.4,9.7
2014,N92000002,Northern Ireland,Other,"7,800","12,100",64.6,24
2014,E92000001,England,Other,"816,900","1,364,200",59.9,2.1
2014,K04000001,England and Wales,Other,"834,000","1,393,700",59.8,2.1
2014,K03000001,Great Britain,Other,"864,600","1,449,000",59.7,2
2014,K02000001,United Kingdom,Other,"872,400","1,461,000",59.7,2
2015,E09000001,City of London,White,#,#,100,
2015,E09000002,Barking and Dagenham,White,"42,700","60,900",70.1,8.7
2015,E09000003,Barnet,White,"116,700","159,500",73.2,7.4
2015,E09000004,Bexley,White,"94,400","124,900",75.6,6.9
2015,E09000005,Brent,White,"59,800","75,000",79.8,8
2015,E09000006,Bromley,White,"126,000","163,100",77.2,5.9
2015,E09000007,Camden,White,"84,400","111,800",75.5,7.5
2015,E09000008,Croydon,White,"113,300","146,600",77.3,7.2
2015,E09000009,Ealing,White,"90,900","110,500",82.2,6.9
2015,E09000010,Enfield,White,"93,800","124,700",75.2,7.5
2015,E09000011,Greenwich,White,"91,000","117,600",77.4,7.5
2015,E09000012,Hackney,White,"85,400","110,700",77.1,7.2
2015,E09000013,Hammersmith and Fulham,White,"71,900","89,000",80.8,6.5
2015,E09000014,Haringey,White,"93,700","118,300",79.2,6.8
2015,E09000015,Harrow,White,"52,000","64,300",80.8,8.1
2015,E09000016,Havering,White,"102,500","134,600",76.1,6.4
2015,E09000017,Hillingdon,White,"81,200","106,500",76.3,7.5
2015,E09000018,Hounslow,White,"65,100","82,800",78.6,8.2
2015,E09000019,Islington,White,"89,300","111,600",80,6.7
2015,E09000020,Kensington and Chelsea,White,"51,000","72,200",70.7,6.9
2015,E09000021,Kingston upon Thames,White,"65,400","85,400",76.6,6.9
2015,E09000022,Lambeth,White,"137,100","162,500",84.4,6.6
2015,E09000023,Lewisham,White,"89,800","119,100",75.4,7.9
2015,E09000024,Merton,White,"76,900","92,900",82.8,6.4
2015,E09000025,Newham,White,"63,500","83,900",75.7,8.9
2015,E09000026,Redbridge,White,"60,600","78,500",77.2,8.2
2015,E09000027,Richmond upon Thames,White,"84,000","105,700",79.5,6.1
2015,E09000028,Southwark,White,"98,500","122,000",80.8,6.6
2015,E09000029,Sutton,White,"78,500","100,900",77.8,7.3
2015,E09000030,Tower Hamlets,White,"74,000","89,600",82.6,7.7
2015,E09000031,Waltham Forest,White,"82,600","99,700",82.8,8.2
2015,E09000032,Wandsworth,White,"146,400","175,600",83.3,6
2015,E09000033,Westminster,White,"71,700","95,100",75.4,7.6
2015,E13000001,Inner London,White,"1,160,400","1,464,900",79.2,1.9
2015,E13000002,Outer London,White,"1,577,400","2,034,100",77.5,1.7
2015,E12000001,North East,White,"1,094,700","1,564,300",70,1.3
2015,E12000002,North West,White,"2,923,400","3,999,200",73.1,1
2015,E12000003,Yorkshire and The Humber,White,"2,237,600","3,005,000",74.5,1.2
2015,E12000004,East Midlands,White,"1,949,700","2,601,200",75,1.5
2015,E12000005,West Midlands,White,"2,180,700","2,949,400",73.9,1.3
2015,E12000006,East,White,"2,624,300","3,361,600",78.1,1.3
2015,E12000007,London,White,"2,737,800","3,499,100",78.2,1.3
2015,E12000008,South East,White,"3,851,600","4,964,300",77.6,0.9
2015,E12000009,South West,White,"2,432,000","3,126,800",77.8,1.1
2015,W92000004,Wales,White,"1,288,700","1,818,500",70.9,1
2015,S92000003,Scotland,White,"2,401,100","3,258,600",73.7,0.9
2015,N92000002,Northern Ireland,White,"784,600","1,147,800",68.4,2.4
2015,E92000001,England,White,"22,031,900","29,070,800",75.8,0.4
2015,K04000001,England and Wales,White,"23,320,500","30,889,300",75.5,0.4
